1,1,22,0.22727,0.54545,0.22727,0.07136,0.20318,0.20431,0.022546,0,0,0,0.017084,0.034028,0,0.030402,0.020282,0,0,0.017581,0.031917,0,0,0,0,0.27937,0,0,0,0,0,0,0,0,0.021286,0.016588,0.36364,0.13636,0.045455,0,0,0,0,0,0.13636,0,0,0,0.090909,0,0.045455,0.18182,0,0,0,0.090909,0,0.045455,0.27273,0,0.045455,0.045455,0.045455,0.090909,0,0,0,0,0.13636,0,0,0,0,0.045455,0.045455,0,0.045455,0.090909,0
1,2,35,0.62857,0.14286,0.22857,0.31399,0.08466,0.3269,0.022546,0,0,0.027267,0.034169,0.23819,0,0.030402,0,0,0.011905,0.011721,0,0,0.035803,0,0,0.18625,0,0,0.039644,0,0,0,0,0,0,0.04147,0.14286,0.14286,0.085714,0.028571,0.057143,0.028571,0.2,0,0.057143,0.057143,0,0.028571,0.085714,0.028571,0,0.057143,0,0,0.11429,0,0.028571,0.028571,0.28571,0.028571,0,0,0.028571,0.11429,0.11429,0,0.028571,0.028571,0,0.028571,0.057143,0,0,0,0,0,0,0.057143,0.057143
1,3,106,0.60377,0.30189,0.09434,0.91341,0.54183,0.40863,0.037577,0,0,0.10907,0.13668,0.57847,0,0.030402,0,0,0.071429,0.064464,0.079794,0,0.10741,0,0,0.55874,0,0.027397,0.039644,0.024932,0.069955,0.029682,0,0.025238,0.12772,0.033176,0.16981,0.15094,0.009434,0,0.018868,0.066038,0.18868,0.056604,0.037736,0.066038,0.009434,0.037736,0.10377,0,0.056604,0.028302,0,0,0.11321,0.028302,0,0.009434,0.20755,0.037736,0.009434,0.066038,0.028302,0.018868,0.009434,0.037736,0,0.018868,0.009434,0,0.056604,0.009434,0.084906,0.056604,0.018868,0.10377,0,0.009434,0.066038
1,4,48,0.5625,0.25,0.1875,0.38535,0.20318,0.36777,0.030061,0,0,0,0.051253,0.30625,0,0,0,0,0.02381,0.029302,0,0,0.071606,0,0,0.23281,0,0,0,0.012466,0,0.029682,0,0,0.021286,0.049764,0.14583,0.25,0.041667,0.083333,0,0.041667,0.16667,0.041667,0.083333,0.041667,0,0.041667,0.020833,0,0,0,0.041667,0,0,0.041667,0,0.020833,0.3125,0,0.020833,0,0,0.0625,0.020833,0.083333,0,0.020833,0.020833,0.020833,0.14583,0.041667,0,0.020833,0.020833,0.0625,0.020833,0.0625,0
1,5,57,0.52632,0.33333,0.14035,0.42816,0.32171,0.3269,0.090184,0.036004,0,0,0.017084,0.22118,0.02087,0,0,0,0.02381,0.041023,0.031917,0,0,0.053078,0.058461,0.27937,0,0,0,0.024932,0,0.029682,0,0,0.042572,0.024882,0.35088,0.017544,0,0,0.035088,0,0.087719,0.087719,0.10526,0.017544,0,0,0.035088,0.017544,0.19298,0.052632,0,0,0.017544,0.087719,0.017544,0,0.24561,0.017544,0.017544,0.017544,0.052632,0.035088,0.017544,0,0,0.052632,0.017544,0,0.070175,0.017544,0.035088,0,0.17544,0.070175,0.017544,0.017544,0
1,6,83,0.40964,0.48193,0.10843,0.48525,0.67728,0.36777,0.030061,0.018002,0,0,0.068338,0.32326,0,0.060805,0,0,0.071429,0.064464,0.015959,0,0.071606,0,0,0.13968,0,0.10959,0.039644,0.049864,0.069955,0.3265,0,0,0.063858,0.049764,0.096386,0.096386,0.072289,0.084337,0.13253,0.096386,0.012048,0.024096,0.036145,0.060241,0.024096,0.012048,0.096386,0.024096,0.060241,0.060241,0.012048,0,0.024096,0.024096,0,0.024096,0.20482,0.048193,0,0.12048,0,0.024096,0.036145,0.084337,0.060241,0.012048,0.012048,0,0.024096,0.012048,0.024096,0.024096,0.072289,0,0.16867,0,0
1,7,78,0.35897,0.52564,0.11538,0.39962,0.69422,0.36777,0.0977,0,0,0.081802,0.017084,0.17014,0,0,0.020282,0.06165,0.02381,0.064464,0.11171,0,0.071606,0.053078,0,0.32593,0,0.027397,0.11893,0.06233,0,0.059364,0,0.025238,0.042572,0.024882,0.20513,0.10256,0.064103,0,0.038462,0.025641,0.17949,0.038462,0.064103,0,0.064103,0.038462,0.012821,0.025641,0.12821,0.012821,0,0,0.051282,0.012821,0.012821,0.012821,0.16667,0.038462,0.038462,0.038462,0,0.051282,0,0,0.025641,0.025641,0.12821,0.038462,0.025641,0.038462,0.076923,0.064103,0.038462,0.051282,0,0.051282,0.012821
1,8,47,0.65957,0.14894,0.19149,0.44243,0.11852,0.36777,0.060123,0,0,0,0.11959,0.23819,0,0,0,0,0.02381,0.017581,0,0,0.035803,0,0,0.18625,0,0,0,0,0,0,0,0,0.042572,0.049764,0.21277,0.06383,0.021277,0,0.06383,0.17021,0.12766,0.021277,0.085106,0.042553,0.021277,0.042553,0.021277,0,0.10638,0,0,0,0.042553,0,0.042553,0,0.29787,0.042553,0,0,0.06383,0.085106,0.06383,0.021277,0,0.021277,0,0.021277,0.021277,0,0.042553,0.085106,0.042553,0,0,0.10638,0
1,9,58,0.51724,0.41379,0.068966,0.42816,0.40637,0.16345,0.067638,0,0,0,0.034169,0.28924,0,0,0,0,0.011905,0.035162,0.063835,0,0.10741,0,0,0.23281,0,0.08219,0,0.037398,0,0.059364,0,0,0.021286,0.016588,0.18966,0.068966,0.034483,0,0.051724,0.10345,0.18966,0,0,0.068966,0,0.13793,0.017241,0.034483,0.017241,0.086207,0,0,0,0,0.051724,0.017241,0.18966,0.051724,0,0.034483,0,0.068966,0.017241,0.12069,0.017241,0.034483,0.13793,0,0.051724,0,0.051724,0.051724,0.017241,0.017241,0.034483,0.017241,0.017241
1,10,27,0.33333,0.55556,0.11111,0.12845,0.25398,0.12259,0.0075154,0,0.026466,0,0,0.1191,0,0,0,0,0,0.029302,0.031917,0,0.035803,0,0,0.23281,0,0,0.039644,0,0,0.029682,0,0,0,0.024882,0.18519,0.14815,0.037037,0.074074,0,0.037037,0.037037,0,0.074074,0,0,0.22222,0,0,0,0.18519,0,0,0,0.037037,0,0,0.37037,0,0.037037,0.037037,0.037037,0,0.11111,0.074074,0,0.037037,0.037037,0,0,0.037037,0,0.037037,0,0,0.037037,0.074074,0.037037
