1,1,22,13.5,14.299,14.734,15.949,16.194,16.45,17.181,17.61,18.156,18.481,19.169,21.988,22.173,22.571,22.736,23.641,23.772,23.962,24.29,24.711,25.021,25.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,22,13.628,14.734,15.232,16.194,16.45,17.016,17.61,18.156,18.481,18.637,20.108,22.173,22.571,22.736,23.089,23.772,23.962,24.29,24.711,25.021,25.302,25.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,22,1,2,3,4,5,6,7,8,9,3,10,11,12,1,13,14,15,16,17,18,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,35,23.416,23.584,25.786,26.955,29.852,31.069,31.687,33.88,34.211,36.795,37.575,38.967,41.087,46.651,47.178,47.569,49.178,50.5,51.28,52.831,53.512,53.922,59.446,59.87,61.961,62.687,64.304,64.633,76.548,77.389,77.807,78.298,78.589,79.795,79.997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,35,23.584,23.864,26.407,27.536,30.413,31.687,32.509,34.211,34.437,37.398,38.151,40.027,41.889,47.178,47.431,47.91,49.946,51.28,51.425,53.512,53.771,54.618,59.87,60.91,62.687,63.437,64.633,65.536,77.389,77.807,78.298,78.589,79.256,79.997,80.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,35,59,46,2,290,291,292,133,59,27,125,293,92,294,12,295,296,89,297,27,133,46,290,108,179,212,98,7,8,179,7,8,18,298,77,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,106,2.3343,4.2259,5.003,6.3855,6.729,7.1838,7.6627,8.006,8.3464,8.6385,9.3644,10.886,11.509,12.057,12.386,13.813,14.012,14.524,14.843,15.274,17.169,17.376,17.654,19.648,20.313,20.629,24.331,24.913,26.636,27.904,28.563,29.572,31.699,31.958,32.172,35.229,35.419,35.611,35.834,36.256,36.792,38.434,39.443,41.533,43.036,43.521,43.759,44.41,45.208,45.855,46.343,46.693,50.696,51,51.343,51.539,51.633,52.099,52.374,53.009,53.148,53.59,54.382,55.021,55.611,55.849,56.16,56.669,58.702,58.867,59.593,60.16,60.533,60.913,62.834,64.569,65.139,65.479,69.383,69.672,70.575,71.428,71.599,73.789,74.509,76.199,79.256,82.633,82.744,83.105,85.524,86.205,86.506,86.813,87.193,87.605,87.895,89.431,94.057,94.41,94.747,95.051,95.313,96.663,96.825,97.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,106,2.9759,4.759,5.2379,6.729,7.1838,7.6627,8.006,8.2771,8.6385,9.3644,10.25,11.509,12.057,12.244,13.25,14.012,14.524,14.675,15.172,15.578,17.376,17.654,19.145,20.313,20.431,21.395,24.913,25.09,26.852,28.244,28.72,30.678,31.958,32.172,32.768,35.419,35.611,35.834,36.256,36.792,36.958,39.211,39.825,41.873,43.521,43.651,44.292,44.75,45.855,46.343,46.5,47.545,51,51.343,51.539,51.633,51.913,52.374,52.497,53.148,53.59,53.901,55.021,55.401,55.849,56.16,56.669,57.295,58.867,59.401,60.16,60.533,60.913,61.518,64.09,65.139,65.479,66.395,69.563,69.949,71.238,71.599,72.057,73.991,74.723,77.395,79.425,82.744,83.105,83.337,85.729,86.449,86.813,87.193,87.379,87.895,88.578,89.765,94.41,94.747,95.051,95.313,95.452,96.825,97.02,97.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,106,405,406,245,407,408,409,410,46,245,293,150,267,153,46,2,97,411,412,2,413,170,60,85,92,46,290,414,415,71,133,416,268,243,293,150,140,243,53,7,8,170,363,139,139,12,46,363,139,417,153,1,2,7,8,236,418,174,409,46,71,419,420,421,133,422,7,8,423,42,15,35,186,7,8,268,417,166,167,409,424,425,66,426,66,1,427,106,25,428,45,41,106,5,43,429,7,8,66,232,58,344,430,116,66,431,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,48,4.7169,6.2289,6.5874,7.0663,8.3373,9.0602,9.9368,11.952,14.732,15.934,16.121,16.63,16.867,17.304,20.572,26.834,27.786,28.491,28.771,29.265,32.38,33.681,35.021,35.126,35.497,36.524,37.319,39.874,40.479,41.289,41.976,42.404,43.593,44.364,44.973,45.241,46.401,49.187,51.563,52.343,52.825,53.717,53.919,54.286,54.633,55.199,56.575,56.807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,48,5.515,6.4519,7.0663,7.8494,9.0602,9.9368,10.316,12.75,15.265,16.121,16.63,16.867,17.187,17.768,21.593,27.786,28.491,28.771,29.265,29.97,32.895,34.759,35.126,35.497,35.967,37.169,38.093,40.479,41.289,41.69,42.404,43.136,44.364,44.973,45.241,45.952,47.916,50.235,52.343,52.825,53.446,53.919,54.286,54.633,54.916,56.072,56.807,57.226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,48,11,21,348,549,2,309,1,271,290,89,309,412,449,68,163,92,579,580,318,153,313,581,194,582,174,92,153,35,179,198,7,8,40,417,166,167,40,177,188,7,8,550,84,18,334,206,19,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
